age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
31,blue-collar,married,secondary,no,1005,no,no,cellular,4,429,2,-1,0,unknown,no
32,student,single,unknown,no,5969,no,no,cellular,6,12,7,-1,0,unknown,no
31,blue-collar,married,primary,no,42,yes,no,cellular,14,185,3,-1,0,unknown,no
53,blue-collar,married,primary,no,1388,no,no,cellular,7,139,4,-1,0,unknown,no
36,unemployed,married,secondary,no,1466,yes,no,unknown,19,124,1,-1,0,unknown,no
26,technician,single,tertiary,no,8839,yes,no,unknown,29,932,3,-1,0,unknown,no
33,management,married,tertiary,no,1064,yes,no,cellular,13,562,1,-1,0,unknown,yes
28,technician,married,secondary,no,58,no,no,unknown,16,136,2,-1,0,unknown,no
39,admin.,married,secondary,yes,0,no,no,unknown,29,59,3,-1,0,unknown,no
49,blue-collar,married,secondary,no,30,yes,no,unknown,5,135,4,-1,0,unknown,no
29,services,single,secondary,no,814,no,no,unknown,6,54,1,-1,0,unknown,no
63,retired,married,primary,no,12067,no,no,telephone,29,660,1,191,1,failure,yes
53,blue-collar,married,primary,no,1942,yes,no,unknown,2,185,2,-1,0,unknown,no
55,services,married,unknown,no,715,yes,no,telephone,30,90,2,-1,0,unknown,no
56,retired,married,secondary,no,5737,no,no,cellular,5,11,5,-1,0,unknown,no
35,technician,divorced,secondary,no,54,no,no,cellular,22,73,2,-1,0,unknown,no
30,management,single,tertiary,no,0,no,no,cellular,28,62,7,-1,0,unknown,no
34,management,married,secondary,no,857,yes,no,cellular,22,238,6,-1,0,unknown,no
59,management,married,tertiary,no,2239,no,no,cellular,22,431,1,-1,0,unknown,yes
37,unemployed,single,primary,no,3777,no,no,cellular,5,206,3,-1,0,unknown,no
35,technician,single,tertiary,no,303,no,no,cellular,13,713,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,519,yes,no,cellular,29,623,2,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,287,yes,yes,unknown,30,83,2,-1,0,unknown,no
32,management,single,tertiary,no,156,yes,no,cellular,4,82,2,246,6,failure,no
61,retired,married,primary,no,1742,no,no,cellular,11,90,4,-1,0,unknown,no
38,blue-collar,married,primary,no,4406,yes,no,telephone,13,689,2,-1,0,unknown,yes
36,admin.,single,secondary,no,115,no,no,cellular,2,225,1,-1,0,unknown,no
43,technician,married,secondary,no,227,yes,yes,cellular,19,124,2,-1,0,unknown,no
36,blue-collar,married,primary,no,347,no,no,cellular,4,167,2,-1,0,unknown,no
41,technician,single,tertiary,no,5365,yes,no,cellular,7,412,2,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,65,yes,no,cellular,14,146,1,370,1,failure,no
56,housemaid,divorced,tertiary,no,1059,no,yes,unknown,6,57,2,-1,0,unknown,no
18,student,single,primary,no,608,no,no,cellular,12,267,1,-1,0,unknown,yes
44,admin.,married,secondary,no,26,yes,no,cellular,21,105,10,-1,0,unknown,no
43,admin.,married,primary,no,15,yes,no,unknown,13,304,2,-1,0,unknown,no
36,management,single,tertiary,no,26,no,no,cellular,29,370,4,-1,0,unknown,no
31,services,married,secondary,no,-30,yes,yes,cellular,17,804,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,53,4,-1,0,unknown,no
28,technician,married,secondary,no,487,yes,no,unknown,13,176,4,-1,0,unknown,no
39,admin.,married,secondary,no,732,no,no,cellular,23,522,4,-1,0,unknown,yes
39,blue-collar,married,primary,no,398,yes,no,cellular,12,256,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,661,yes,no,cellular,3,122,1,96,9,other,no
26,management,single,tertiary,no,170,no,no,cellular,15,129,1,-1,0,unknown,yes
58,technician,single,secondary,no,382,no,no,cellular,13,460,2,-1,0,unknown,no
27,student,single,tertiary,no,3733,yes,no,cellular,22,198,1,98,6,success,yes
33,services,single,secondary,no,358,yes,no,cellular,7,302,1,356,3,failure,no
28,blue-collar,single,secondary,no,1955,no,no,cellular,29,25,1,-1,0,unknown,no
26,management,married,tertiary,no,5,yes,no,cellular,11,251,1,304,2,other,no
56,retired,married,primary,no,16432,no,no,cellular,19,702,2,189,2,failure,no
32,technician,single,tertiary,no,259,no,no,cellular,22,407,4,-1,0,unknown,no
38,blue-collar,married,primary,no,1428,yes,no,telephone,18,33,5,-1,0,unknown,no
38,management,single,tertiary,no,8953,no,yes,cellular,20,301,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,295,yes,no,cellular,3,254,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,146,3,370,1,failure,no
32,technician,single,tertiary,no,4665,yes,no,unknown,21,860,2,-1,0,unknown,yes
30,technician,married,tertiary,no,239,no,no,telephone,20,73,1,-1,0,unknown,no
24,services,single,secondary,no,638,yes,yes,cellular,7,792,3,-1,0,unknown,yes
26,technician,single,tertiary,no,-67,yes,no,cellular,15,637,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,560,1,-1,0,unknown,yes
50,admin.,divorced,secondary,no,3240,no,no,cellular,21,144,2,-1,0,unknown,no
35,unemployed,single,tertiary,no,154,no,no,cellular,29,105,2,-1,0,unknown,no
59,management,married,tertiary,no,1978,yes,no,cellular,20,928,1,-1,0,unknown,no
38,management,divorced,tertiary,no,4425,yes,no,unknown,30,162,1,-1,0,unknown,no
33,services,married,secondary,no,227,yes,yes,cellular,13,477,2,-1,0,unknown,yes
31,admin.,married,secondary,no,337,no,no,unknown,12,51,1,-1,0,unknown,no
77,retired,married,tertiary,no,699,no,no,cellular,13,425,2,-1,0,unknown,yes
42,management,married,tertiary,no,1686,yes,yes,cellular,20,522,4,-1,0,unknown,no
51,self-employed,single,secondary,no,0,no,no,cellular,29,1707,2,-1,0,unknown,yes
47,housemaid,divorced,secondary,no,1565,no,no,cellular,5,253,1,-1,0,unknown,no
31,technician,married,secondary,no,450,no,yes,cellular,20,111,2,129,4,failure,no
42,entrepreneur,married,secondary,no,2959,yes,no,telephone,2,711,1,342,1,failure,yes
48,blue-collar,married,primary,no,476,no,no,cellular,11,856,3,-1,0,unknown,yes
44,blue-collar,married,primary,yes,0,no,yes,unknown,20,144,1,-1,0,unknown,no
46,technician,married,unknown,no,3914,yes,no,cellular,30,247,1,-1,0,unknown,no
34,admin.,married,secondary,no,1183,yes,no,cellular,20,575,2,-1,0,unknown,no
49,blue-collar,married,primary,no,0,yes,no,cellular,2,210,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,3595,no,no,unknown,6,30,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,426,yes,no,unknown,2,59,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,2200,yes,no,cellular,17,14,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,298,yes,no,cellular,17,163,2,323,7,failure,no
36,self-employed,single,secondary,no,1173,yes,yes,unknown,20,50,5,-1,0,unknown,no
38,admin.,married,secondary,no,-14,no,yes,cellular,8,124,1,-1,0,unknown,no
32,management,divorced,tertiary,no,883,yes,no,cellular,10,798,1,185,5,other,yes
19,student,single,secondary,no,1803,no,no,cellular,10,59,1,-1,0,unknown,no
25,management,single,unknown,no,17,yes,no,unknown,30,65,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,173,no,no,cellular,18,588,7,-1,0,unknown,yes
31,admin.,married,secondary,no,1098,yes,no,unknown,23,427,2,-1,0,unknown,no
49,admin.,married,tertiary,no,6574,no,no,cellular,8,138,3,-1,0,unknown,yes
36,admin.,married,secondary,no,39,yes,no,cellular,7,194,2,-1,0,unknown,no
32,technician,single,tertiary,no,6281,yes,no,unknown,3,1336,4,-1,0,unknown,yes
43,blue-collar,married,primary,no,887,yes,no,unknown,14,211,1,-1,0,unknown,no
46,services,married,secondary,no,561,yes,no,cellular,9,84,4,256,7,failure,no
46,blue-collar,divorced,primary,no,2870,no,no,unknown,18,52,6,-1,0,unknown,no
41,self-employed,married,secondary,no,713,yes,no,unknown,19,78,1,-1,0,unknown,no
47,services,married,secondary,no,49,yes,no,cellular,18,250,4,-1,0,unknown,no
40,management,divorced,tertiary,no,69,yes,no,cellular,6,503,2,280,2,failure,no
38,management,married,tertiary,no,546,no,no,cellular,22,82,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,37,yes,no,cellular,13,341,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,315,no,no,cellular,4,76,4,89,3,success,no
80,retired,married,primary,no,997,no,no,cellular,29,746,2,86,1,other,yes
33,student,married,secondary,no,1536,no,no,cellular,9,359,1,92,3,success,yes
38,services,single,secondary,no,70,yes,no,cellular,15,150,3,-1,0,unknown,no
30,unemployed,single,secondary,no,79,no,yes,cellular,24,169,1,-1,0,unknown,no
38,technician,married,tertiary,no,-3,no,no,cellular,11,148,3,-1,0,unknown,no
58,unemployed,married,secondary,no,687,yes,no,cellular,7,221,1,99,2,success,yes
30,admin.,single,secondary,no,-213,yes,yes,unknown,27,751,1,-1,0,unknown,yes
31,unemployed,single,secondary,no,2616,no,no,cellular,21,374,1,185,2,other,yes
30,technician,single,secondary,no,1395,yes,no,cellular,15,199,2,354,1,failure,no
29,services,single,secondary,no,0,yes,no,cellular,11,314,2,-1,0,unknown,no
58,technician,divorced,secondary,no,0,yes,no,unknown,26,273,2,-1,0,unknown,no
29,technician,married,tertiary,no,676,no,no,cellular,9,93,2,224,4,failure,no
30,admin.,single,secondary,yes,-242,no,no,unknown,4,276,1,-1,0,unknown,no
35,technician,divorced,secondary,no,103,yes,no,cellular,21,304,1,-1,0,unknown,no
41,blue-collar,married,primary,no,449,yes,no,cellular,20,10,6,-1,0,unknown,no
49,blue-collar,married,secondary,no,90,yes,no,unknown,7,127,1,-1,0,unknown,no
46,management,married,secondary,no,1114,no,no,cellular,31,87,8,-1,0,unknown,no
41,admin.,married,secondary,no,875,no,yes,cellular,27,247,6,-1,0,unknown,no
71,retired,married,tertiary,no,14220,yes,no,cellular,9,397,1,-1,0,unknown,yes
39,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,56,1,-1,0,unknown,no
31,blue-collar,married,primary,no,242,no,no,cellular,29,24,1,-1,0,unknown,no
31,unemployed,single,tertiary,no,302,no,no,cellular,3,349,1,357,3,success,yes
82,retired,divorced,primary,no,0,no,no,telephone,15,506,2,195,1,other,yes
50,admin.,married,secondary,no,4855,no,no,cellular,5,720,2,-1,0,unknown,yes
59,retired,married,unknown,no,1033,no,no,unknown,11,1199,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,-648,yes,no,cellular,21,280,2,-1,0,unknown,no
35,services,married,tertiary,no,1359,no,no,unknown,17,585,2,-1,0,unknown,no
39,blue-collar,married,primary,no,481,no,no,cellular,13,197,3,357,1,other,no
32,entrepreneur,married,secondary,no,-25,yes,no,cellular,7,243,2,-1,0,unknown,no
36,admin.,married,secondary,no,1031,no,no,cellular,17,282,4,-1,0,unknown,yes
51,admin.,married,unknown,no,3558,yes,no,unknown,9,80,3,-1,0,unknown,no
35,management,single,secondary,no,6809,yes,no,telephone,6,139,8,273,7,failure,no
45,blue-collar,married,secondary,no,4509,yes,no,unknown,15,135,1,-1,0,unknown,no
30,management,single,tertiary,no,168,no,no,cellular,27,35,13,-1,0,unknown,no
41,technician,married,secondary,no,-172,yes,yes,cellular,11,132,2,-1,0,unknown,no
74,retired,married,primary,no,670,no,no,cellular,23,266,5,-1,0,unknown,yes
38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,531,2,-1,0,unknown,yes
23,services,married,secondary,no,-19,yes,no,unknown,20,13,10,-1,0,unknown,no
38,blue-collar,single,secondary,no,57,yes,no,unknown,9,21,1,-1,0,unknown,no
31,technician,married,secondary,no,1263,yes,no,cellular,20,364,1,-1,0,unknown,no
56,retired,married,tertiary,no,142,no,yes,cellular,14,329,5,-1,0,unknown,no
44,management,divorced,tertiary,no,3932,yes,no,unknown,8,40,2,-1,0,unknown,no
37,services,married,secondary,no,52,yes,no,cellular,6,908,1,185,9,success,yes
40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,952,4,-1,0,unknown,yes
47,blue-collar,married,secondary,no,8229,no,no,cellular,8,784,2,-1,0,unknown,yes
29,technician,single,tertiary,no,-229,yes,no,cellular,21,416,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,1826,yes,no,unknown,19,47,3,-1,0,unknown,no
32,management,married,tertiary,no,3651,yes,no,cellular,20,142,3,-1,0,unknown,no
34,admin.,single,primary,no,286,yes,no,cellular,13,329,1,-1,0,unknown,no
29,student,single,unknown,no,2929,no,no,cellular,11,91,1,-1,0,unknown,no
31,technician,single,secondary,no,0,no,no,cellular,28,18,15,-1,0,unknown,no
55,technician,married,secondary,no,0,yes,yes,cellular,1,106,1,91,1,success,no
50,admin.,divorced,secondary,no,769,no,no,cellular,28,72,2,363,4,failure,no
24,student,single,secondary,no,387,no,no,telephone,4,340,8,-1,0,unknown,yes
41,services,married,unknown,no,5980,yes,no,cellular,31,150,3,-1,0,unknown,no
41,blue-collar,single,secondary,no,925,yes,no,telephone,13,43,1,-1,0,unknown,no
42,technician,single,unknown,no,11115,no,no,cellular,30,328,1,-1,0,unknown,yes
29,student,single,secondary,no,67,no,no,cellular,23,211,1,187,5,success,yes
68,retired,married,secondary,no,1146,no,no,cellular,16,212,1,187,6,success,yes
39,management,married,tertiary,no,297,yes,no,cellular,13,734,2,-1,0,unknown,yes
33,management,married,tertiary,no,0,yes,no,cellular,28,54,3,-1,0,unknown,no
57,admin.,married,secondary,no,6005,yes,no,cellular,8,704,1,323,6,failure,yes
23,student,single,secondary,no,431,no,no,cellular,13,496,2,-1,0,unknown,yes
36,technician,divorced,secondary,no,253,yes,no,cellular,17,54,1,-1,0,unknown,no
56,unknown,married,unknown,no,33,no,no,telephone,31,26,15,-1,0,unknown,no
34,services,married,secondary,no,-333,yes,no,cellular,11,218,4,285,5,failure,no
38,management,married,tertiary,no,7124,no,no,unknown,16,301,6,-1,0,unknown,no
51,management,married,tertiary,no,21574,no,no,unknown,6,197,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,807,yes,no,unknown,29,1185,3,-1,0,unknown,no
67,retired,married,tertiary,no,701,no,no,cellular,6,254,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,-204,yes,yes,cellular,11,429,7,-1,0,unknown,no
49,blue-collar,married,secondary,no,1127,yes,yes,cellular,10,579,1,-1,0,unknown,no
44,unemployed,married,secondary,no,0,yes,no,cellular,2,699,1,272,1,failure,yes
25,management,single,tertiary,no,808,no,no,cellular,27,268,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1673,yes,no,cellular,29,56,10,-1,0,unknown,no
25,management,single,tertiary,no,943,no,no,cellular,30,512,1,-1,0,unknown,yes
53,housemaid,married,unknown,no,0,no,no,cellular,22,207,1,-1,0,unknown,no
52,services,divorced,primary,no,111,yes,no,unknown,12,179,2,-1,0,unknown,no
64,retired,married,unknown,no,34,no,no,cellular,26,244,2,-1,0,unknown,yes
39,services,married,primary,no,324,yes,no,cellular,8,340,2,312,4,failure,no
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,452,1,-1,0,unknown,yes
30,blue-collar,married,primary,no,25,yes,no,cellular,13,51,1,-1,0,unknown,no
41,unemployed,married,secondary,no,510,no,no,cellular,29,61,2,-1,0,unknown,no
57,management,married,secondary,no,2155,no,yes,cellular,10,144,3,91,2,failure,yes
36,blue-collar,married,primary,no,6085,yes,no,unknown,16,186,6,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,1,yes,yes,cellular,15,61,2,-1,0,unknown,no
50,management,divorced,tertiary,no,3211,yes,no,cellular,6,146,5,-1,0,unknown,no
34,technician,married,secondary,no,5553,yes,no,unknown,23,258,5,-1,0,unknown,no
58,technician,married,primary,no,4198,no,no,cellular,15,441,5,246,5,failure,yes
35,technician,married,tertiary,no,7050,no,no,cellular,11,222,3,182,4,success,yes
47,management,single,tertiary,no,275,no,no,cellular,8,82,2,-1,0,unknown,no
34,technician,single,secondary,no,1076,no,no,cellular,8,70,2,-1,0,unknown,no
54,services,married,secondary,no,2719,yes,no,cellular,17,166,2,171,2,failure,no
57,management,married,tertiary,no,0,no,no,cellular,19,188,4,-1,0,unknown,no
43,blue-collar,married,primary,no,108,yes,yes,unknown,15,420,4,-1,0,unknown,no
59,management,married,primary,no,3831,no,no,telephone,30,87,4,-1,0,unknown,no
46,management,married,tertiary,no,460,no,no,cellular,28,56,1,-1,0,unknown,no
37,admin.,married,secondary,no,0,yes,no,cellular,22,185,1,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,telephone,20,25,2,-1,0,unknown,no
45,admin.,single,secondary,no,946,yes,no,cellular,13,754,3,143,6,failure,no
45,technician,married,secondary,no,2981,yes,yes,cellular,29,88,3,311,3,failure,no
57,retired,divorced,secondary,no,1486,no,no,cellular,23,64,3,-1,0,unknown,no
42,technician,married,secondary,no,1066,no,no,cellular,26,125,1,104,3,success,no
33,technician,single,secondary,no,0,yes,no,cellular,28,191,2,-1,0,unknown,no
47,management,married,unknown,no,4567,no,no,telephone,31,921,4,-1,0,unknown,no
44,management,married,tertiary,no,70,no,no,cellular,20,165,3,-1,0,unknown,no
33,blue-collar,married,primary,no,-219,yes,no,cellular,17,64,1,-1,0,unknown,no
48,technician,single,secondary,no,540,yes,no,cellular,17,106,1,-1,0,unknown,no
41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,1164,1,203,1,failure,yes
47,self-employed,married,tertiary,no,3,yes,no,cellular,14,199,15,-1,0,unknown,no
34,management,married,tertiary,no,271,yes,no,cellular,15,308,1,94,4,success,yes
40,management,married,tertiary,no,30,yes,no,cellular,28,609,6,-1,0,unknown,no
50,management,married,secondary,no,309,no,no,telephone,5,113,1,-1,0,unknown,no
35,technician,married,secondary,no,2019,yes,yes,cellular,18,83,2,144,1,failure,no
35,management,married,tertiary,no,552,yes,yes,cellular,18,222,1,-1,0,unknown,no
43,admin.,single,secondary,no,250,yes,no,cellular,4,390,2,-1,0,unknown,no
26,admin.,single,secondary,no,141,yes,no,cellular,18,19,4,349,6,other,no
31,admin.,divorced,secondary,no,824,yes,no,unknown,2,32,3,-1,0,unknown,no
34,housemaid,married,secondary,no,390,yes,no,cellular,15,659,3,-1,0,unknown,no
31,management,single,secondary,no,0,no,no,cellular,18,87,7,-1,0,unknown,no
29,technician,single,secondary,no,590,no,no,cellular,27,81,1,94,1,success,yes
49,blue-collar,married,secondary,no,3728,yes,no,cellular,11,1060,2,-1,0,unknown,yes
37,management,divorced,tertiary,no,0,yes,no,cellular,5,74,8,351,11,failure,no
59,retired,married,secondary,no,1035,yes,yes,cellular,1,126,2,239,1,failure,no
52,admin.,married,secondary,no,876,no,no,unknown,27,227,3,-1,0,unknown,no
86,retired,single,secondary,no,614,no,no,telephone,9,595,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,0,yes,no,cellular,22,135,1,-1,0,unknown,no
53,blue-collar,married,primary,no,53,yes,no,cellular,18,198,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,0,no,no,cellular,14,215,2,-1,0,unknown,no
33,technician,single,secondary,no,2979,no,no,cellular,5,326,2,437,1,failure,yes
33,self-employed,married,tertiary,no,1278,no,no,cellular,6,649,1,-1,0,unknown,yes
49,housemaid,divorced,secondary,no,267,no,no,telephone,9,23,5,-1,0,unknown,no
39,technician,married,tertiary,no,93,no,no,cellular,20,162,2,-1,0,unknown,no
39,blue-collar,married,primary,no,3419,yes,no,cellular,13,155,1,327,5,failure,no
32,technician,married,tertiary,no,-1053,yes,no,cellular,21,357,3,-1,0,unknown,no
47,technician,married,secondary,no,321,yes,yes,unknown,4,111,1,-1,0,unknown,no
34,management,married,tertiary,no,1388,yes,no,cellular,1,222,1,93,4,failure,no
31,entrepreneur,single,tertiary,no,206,no,no,cellular,15,88,2,-1,0,unknown,no
66,housemaid,divorced,primary,no,3701,no,no,telephone,3,834,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,15801,yes,no,unknown,14,456,9,-1,0,unknown,no
